Date of Incident,City,Select State,Hazard Description,Inspection Number,Federal or State Plan,Citation Issued Related to Fatality
6/19/2017,North Pole,AK,Worker died when compactor rolled over.,1241730,Federal,No
6/19/2017,Littleton,CO,Worker trimming tree electrocuted when limb contacted power line.,1240984,Federal,No
6/19/2017,Centerville,UT,Worker died after being struck by steel beam.,1241227,State Plan,No
6/18/2017,Fairbanks,AK,Worker fatally mauled by bear.,1240928,State,No
6/18/2017,Brooklyn,NY,Worker died in fall from suspended scaffold.,1240920,Federal,Yes
6/18/2017,Panama City Beach,FL,Worker electrocuted while wiring electrical system in fountain.,1240695,Federal,Yes
6/18/2017,Houston,TX,Worker died after collapsing and sustaining a head injury.,1240684,Federal,No
6/17/2017,Arlington,VA,Worker died from heat exhaustion.,1240654,State Plan,Yes
6/17/2017,El Centro,CA,Worker died when tractor drove off road and into concrete canal.,1241692,State Plan,No
6/17/2017,Plano,TX,Worker died in fall from scaffold.,1243935,Federal,Yes
6/16/2017,Malden,MA,Worker installing gas piping in attic electrocuted after contacting energized circuit.,1240492,Federal,No
6/16/2017,Tonopah,NV,Worker electrocuted while performing fractal wood burning.,1241257,State Plan,No
6/15/2017,Silverthorne,CO,Worker died after being struck by asphalt milling machine moving in reverse.,1240688,Federal,No
6/15/2017,Juneau,AK,Worker died after being struck by falling tree.,1240373,State Plan,Yes
6/15/2017,Stone Creek,OH,Worker died from heat-related illness.,1240802,Federal,Yes
6/15/2017,Miami,FL,Worker died in fall from ladder.,1247450,Federal,No
6/15/2017,Oklahoma City,OK,Worker fatally crushed by tractor trailer.,1240852,Federal,No
6/15/2017,Hamlin,NY,Worker died after being struck by bulldozer.,1240568,Federal,No
6/14/2017,Yellowstone National Park,WY,Worker died from hypothermia after kayak overturned.,1243970,State Plan,Yes
6/13/2017,Oakland Park,FL,Worker died in fall while painting.,1239593,Federal,No
6/13/2017,Nashville,IL,Worker died from heat stroke.,1239583,Federal,Yes
6/13/2017,Apopka,FL,Worker died after being struck by forklift.,1239756,Federal,Yes
6/13/2017,Talking Rock,GA,Worker died after falling from moving dump truck.,1240643,Federal,No
6/13/2017,Hurricane Mills,TN,Worker died in fall from flatbed trailer.,1241979,State Plan,No
6/13/2017,Petal,MS,"Two pump station workers died; the first from exposure to hydrogen sulfide gas, the second in fall during rescue attempt.",1239842,Federal,Yes
6/13/2017,Anderson,SC,Worker fatally crushed by dump truck tailgate.,1244453,State Plan,Yes
6/13/2017,Chariton,IA,Worker died after being struck by motor vehicle.,1240528,State Plan,No
6/12/2017,Secaucus,NJ,Worker died in fall from roof of building under construction.,1239644,Federal,Yes
6/12/2017,Jasper,AL,Two workers died and two were hospitalized following flash fire in service bay pit.,1239537,Federal,Yes
6/10/2017,Wilmington,CA,Worker electrocuted when contacting live wires.,1240872,State,No
6/10/2017,Jacksonville,FL,Worker fatally crushed between hopper and the chute of street sweeper truck.,1238871,Federal,Yes
6/10/2017,Dolton,IL,Worker died after assisting with fire response.,1241970,State Plan,No
6/10/2017,Catarina,TX,Worker clearing well obstruction died from heat stress.,1239248,Federal,Yes
6/10/2017,East Amarillo,TX,Three workers died and two were hospitalized after being struck by a flat bed trailer.,1239076,Federal,No
6/10/2017,Jamaica,NY,Worker died after being struck by train.,1242236,State Plan,No
6/9/2017,Gail,TX,Worker repairing pressurized water pipe died after being struck by valve.,1239061,Federal,No
6/9/2017,Lamesa,TX,Worker died in fall from roof.,1238995,Federal,Yes
6/9/2017,Scotland,PA,Worker died after being struck by SUV.,1238824,Federal,No
6/8/2017,Augusta,MI,Worker died after being struck by falling tree.,1283870,State,No
6/7/2017,Palm Springs,CA,Worker fatally crushed under truck while preforming repairs.,1238171,State Plan,Yes
6/7/2017,Laguna Beach,CA,Worker died in fall from 2nd floor of home under construction.,1238981,State Plan,No
6/7/2017,Tyler,TX,Worker fatally crushed between basket of aerial lift and ceiling.,1238421,Federal,Yes
6/6/2017,Darlington,SC,Worker fatally crushed between aerial lift basket and steel beam.,1237976,State Plan,Yes
6/6/2017,Woodburn,OR,Worker died from injuries sustained in vehicle collision.,1244874,State Plan,No
6/6/2017,Elmira,NY,Worker fatally crushed under truck when jack slipped.,1237888,Federal,Yes
6/6/2017,Sewell,NJ,Worker riding on back of garbage truck died after striking utility pole.,1237707,Federal,No
6/6/2017,Bristol,VA,Worker died after being struck by falling tree top.,1238469,State Plan,No
6/6/2017,Bedford Park,IL,Worker died after being struck by truck.,1237943,Federal,No
6/5/2017,New York,NY,Worker died in fall on building under construction.,1238200,Federal,No
6/5/2017,East Grand Forks,MN,Worker died in fall from joists in upper level of garage.,1238305,State Plan,Yes
6/4/2017,New Castle,KY,Worker fatally crushed under mower while preforming repairs.,1237989,State Plan,No
6/3/2017,Los Angeles,CA,Worke died in fall from firetruck ladder.,1239535,State,No
6/3/2017,Braselton,GA,Worker administering first aid died after being struck by motorcycle during race.,1239471,Federal,Yes
6/2/2017,Bergen,NJ,Worker died in fall from scaffold.,1237767,Federal,Yes
6/2/2017,Tuckahoe,NJ,Worker died in fall from ladder.,1238913,Federal,No
6/2/2017,Riverview,FL,Worker died in fall through roof opening.,1238027,Federal,No
6/2/2017,Goodwell,OK,Worker died in fall from ladder of grain elevator.,1237837,Federal,Yes
6/2/2017,Hemphill,TX,Worker died in fall from tree.,1237728,Federal,Yes
6/2/2017,Houston,TX,Worker died from multiple wasp stings.,1237348,Federal,No
6/1/2017,Ackerman,MS,Worker died after being struck by skidder.,1243377,Federal,No
6/1/2017,Anderson,SC,Worker drowned after falling from boat.,1237282,State Plan,No
5/31/2017,San Diego,CA,Worker died after being struck by drill rig valve.,1236819,State Plan,No
5/31/2017,Ludington,MI,Worker died in fall through skylight.,1236547,State Plan,No
5/31/2017,New Orleans,LA,Worker fatally shot during attempted robbery.,1244068,Federal,Yes
5/31/2017,Osage City,KS,Worker fatally crushed by forklift.,1236335,Federal,Yes
5/31/2017,Cambria,WI,Five workers died in corn mill explosion.,1236533,Federal,Yes
5/31/2017,Cherry Hill,NJ,Worker died in fall from portable suspension scaffold.,1236363,Federal,No
5/31/2017,Irving,TX,Worker died in fall from ladder.,1236970,Federal,Yes
5/31/2017,Morganton,NC,Worker died after striking head and falling from roof.,1236617,State Plan,Yes
5/30/2017,Norwood,MA,Worker died in fall through skylight.,1237432,Federal,Yes
5/30/2017,Malta Bend,MO,Worker died in fall.,1236729,Federal,No
5/30/2017,Lake Park,GA,Worker picking eggplants died from heat stress.,1236707,Federal,Yes
5/30/2017,Rochester,IN,Worker died after being struck by forklift.,1241823,State Plan,Yes
5/30/2017,Shiner,TX,Worker died when clothes became caught in drill mechanism.,1236147,Federal,No
5/30/2017,Pylesville,MD,Worker died after being backed over by dump truck.,1236033,State Plan,No
5/29/2017,Logan,OH,Worker died after being struck by tree branch.,1237365,Federal,Yes
5/29/2017,Midland,TX,Worker fatally entangled in winch cable.,1235732,Federal,Yes
5/29/2017,Boley,OK,Worker died after being struck by rigging chain.,1237124,Federal,Yes
5/28/2017,Greenville,SC,Worker died in fall from roof.,1242196,State Plan,Yes
5/28/2017,Memphis,TN,Worker died in fall from roof.,1236181,State Plan,Yes
5/28/2017,Oxford,PA,Worker electrocuted while trouble shooting HVAC.,1235749,Federal,No
5/27/2017,Chamblee,GA,Worker trimming trees died after being struck by falling limb.,1236064,Federal,Yes
5/27/2017,Fryeburg,ME,One worker died and the other was hospitalized following boat collision on river.,1269387,State Plan,No
5/26/2017,Guanica,PR,Worker died in fall from unstable floor surface.,1235849,State,Yes
5/26/2017,Fremont,CA,Worker died in fall from roof.,1235786,State Plan,No
5/26/2017,Tulsa,OK,Worker inside shed died from heat stress.,1248581,Federal,No
5/25/2017,Flower Mound,TX,Worker died in fall down shaft inside the building.,1235884,Federal,Yes
5/25/2017,Mead,CO,One worker died and three were hospitalized following oil tanks explosion.,1237410,Federal,Yes
5/25/2017,New York,NY,Worker died following exposure to cleaning chemicals.,1235921,Federal,Yes
5/25/2017,Chicago,IL,Worker fatally crushed beneath wheel of cement truck.,1235535,Federal,Yes
5/24/2017,Washington,DC,Worker died in fall from ladder.,1237430,Federal,No
5/24/2017,Newburgh,NY,Worker fatally beaten and stabbed by resident.,1237698,Federal,Yes
5/24/2017,Huntington,NY,Worker died after being engulfed in excavation collapse.,1235208,Federal,No
5/24/2017,Miami Gardens,FL,Worker died in fall from elevated lift truck.,1235441,Federal,Yes
5/24/2017,Philippi,WV,Two workers died and one was hospitalized following chemical tank explosion.,1235045,Federal,Yes
5/24/2017,Midway,FL,Worker died in vehicle collision.,1235449,Federal,No
5/24/2017,Orleans,CA,Worker died after being struck by falling tree.,1234926,State Plan,No
5/23/2017,Happy Valley,OR,Worker died in vehicle collision.,1264976,State,No
5/23/2017,Pittsburgh,PA,Worker electrocuted when aerial lift contacted overhead power line.,1234676,Federal,Yes
5/23/2017,Jensen Beach,FL,Worker died in lightning strike.,1233723,Federal,No
5/23/2017,Argyle,TX,Worker died in fall from ladder.,1235167,Federal,Yes
5/22/2017,Ecorse,MI,Worker died in fall inside steel mill.,1234689,State Plan,No
5/22/2017,Nashville,TN,Worker fatally crushed between two trailers.,1234752,State Plan,Yes
5/22/2017,Broken Arrow,OK,Worker died in fall through skylight.,1235807,Federal,Yes
5/22/2017,Chula Vista,CA,Worker died in fall from ladder.,1243997,State Plan,Yes
5/22/2017,Belle Vernon,PA,Worker died in trench collapse.,1234376,Federal,No
5/22/2017,Windham,NH,Worker died after being struck by falling tree.,1234657,Federal,No
5/22/2017,Holiday City,OH,Worker died when mower rolled over into ditch.,1234693,Federal,Yes
5/22/2017,Nashville,TN,Worker electrocuted when ladder contacted power line.,1234573,State Plan,Yes
5/21/2017,Lakeland,GA,Worker died after roofing nail impaled foot.,1235149,Federal,No
5/19/2017,Zebulon,NC,Worker drowned when skidder slid into pond.,1234278,State Plan,Yes
5/19/2017,Holly,MI,Worker died from injuries sustained when drum exploded.,1235861,State Plan,No
5/19/2017,Salinas,CA,Worker died after being struck by tractor trailer.,1234266,State Plan,No
5/19/2017,Morristown,TN,Worker died in fall from roof.,1234814,State Plan,No
5/18/2017,Elgin,OR,Worker died when truck veered off embankment.,1268790,State,No
5/18/2017,Lake Park,GA,Worker died in fall from billboard.,1233909,Federal,Yes
5/18/2017,Horn Lake,MS,Worker died after being struck by lumber.,1235064,Federal,No
5/18/2017,Brooklyn,NY,Worker died in fall while cleaning windows.,1233539,Federal,Yes
5/18/2017,Myakka City,FL,Worker died after being struck by truck.,1234207,Federal,Yes
5/18/2017,Fort Lauderdale,FL,Worker died after being struck by skid steer loader.,1233538,Federal,Yes
5/18/2017,Johnson City,TN,Worker died in fall through stairwell opening.,1234509,State Plan,Yes
5/18/2017,Oakland,MD,Worker fatally crushed when forklift fell off automotive lift.,1235016,State Plan,No
5/17/2017,Sikeston,MO,Worker died after being struck by tree.,1234272,Federal,No
5/17/2017,Wolfeboro,NH,Worker died in fall from scaffold.,1234375,Federal,Yes
5/17/2017,Enid,MS,Worker died after being struck by falling tree.,1233502,Federal,No
5/17/2017,Freehold,NJ,Worker electrocuted when hand contacted transformer box.,1233311,Federal,No
5/17/2017,San Antonio,TX,Worker fatally crushed between concrete wall and rail of scissor lift.,1234443,Federal,No
5/16/2017,Watsonville,CA,Worker died in fall when scaffold tipped over.,1233555,State Plan,No
5/16/2017,Houston,TX,Worker died when airline respirator was hooked to nitrogen hose.,1233587,Federal,Yes
5/16/2017,Acworth,NH,Worker died in excavation collapse.,1233738,Federal,No
5/16/2017,Gilead,NC,One worker died and another was hospitalized following combustible dust explosion.,1234594,State Plan,Yes
5/16/2017,Poseyville,IN,Worker died after being thrown from and struck by mower.,1233629,State Plan,Yes
5/16/2017,Winthrop,IA,Worker fatally engulfed by soy beans being transferred between silos.,1233403,State Plan,Yes
5/16/2017,Athens,GA,Worker died in fall from scaffold.,1233243,Federal,Yes
5/15/2017,Vega Baja,PR,Worker died when basket truck was struck by falling tree.,1232768,State,No
5/15/2017,Staten Island,NY,Worker died in fall from suspended scaffold.,1236810,Federal,Yes
5/15/2017,Coppell,TX,Worker died after being struck by concrete pump.,1233163,Federal,No
5/15/2017,Bloomington,IL,Worker died in fall.,1233145,Federal,Yes
5/15/2017,Chula Vista,CA,Worker died in fall from scissor lift.,1232798,State Plan,No
5/15/2017,Wilmington,IL,Worker died in fall.,1233007,Federal,No
5/15/2017,Brockport,NY,Worker died in vehicle collision.,1232660,State Plan,No
5/13/2017,Newport,NY,Worker died after being struck by fence bundle that fell off trailer.,1232750,Federal,No
5/13/2017,Hereford,TX,Worker died after being struck by shredder.,1232622,Federal,Yes
5/11/2017,Heights,TX,Worker died after being stuck by vehicle.,1244739,Federal,Yes
5/11/2017,Garden City,NY,Worker stocking merchandise died in fall from lift.,1232718,Federal,No
5/11/2017,West Lafayette,IN,Worker died in fall from roof.,1239289,State Plan,Yes
5/11/2017,Jacksonville,FL,One worker died and another hospitalized after falling from forklift.,1232059,Federal,Yes
5/11/2017,Oxnard,CA,Worker fatally crushed by forklift.,1232544,State Plan,No
5/10/2017,Oelwein,IA,Worker died after falling and striking head on floor.,1233378,State Plan,Yes
5/10/2017,Haverhill,IA,Worker died in fall from ladder.,1231711,State Plan,Yes
5/9/2017,Dayton,OH,Worker died after falling from load being lifted into trailer.,1232704,Federal,No
5/9/2017,Glenwood,OR,Worker died in vehicle collision.,1232599,State Plan,No
5/8/2017,Birmingham,AL,Worker died in fall from deck roof.,1231497,Federal,No
5/7/2017,Marlborough,MA,Worker died in fall from roof.,1230524,Federal,Yes
5/7/2017,Houston,TX,Worker died in fall from tree.,1231322,Federal,No
5/5/2017,Burnsville,MN,Worker died when forklift overturned.,1231813,State Plan,Yes
5/5/2017,Hanover Park,IL,Worker drowned when mower flipped over into river.,1238116,State Plan,No
5/5/2017,Gillette,WY,Worker died when ATV rolled over.,1231040,State Plan,No
5/5/2017,Gosport,IN,One worker died and another hospitalized after being struck by vehicle while clearing fallen tree from road.,1249836,State Plan,Yes
5/4/2017,Saint Helena,CA,Worker died in fall through skylight.,1230163,State Plan,No
5/4/2017,Lockport,LA,Worker electrocuted after being struck by swinging power cable.,1230248,Federal,Yes
5/4/2017,San Joaquin,CA,Worker shoveling weeds in pistachio orchard died of heat exposure.,1230607,State Plan,No
5/4/2017,Buena Park,CA,Worker died after falling while caulking walls and ceiling of bathroom.,1231253,State Plan,No
5/3/2017,Billerica,MA,Worker died after being stuck by vehicle.,1229944,Federal,Yes
5/3/2017,Christiansburg,VA,Worker died after being struck by tractor.,1230228,State Plan,Yes
5/3/2017,Sherman,TX,Worker electrocuted when flag pole contacted power line.,1232387,Federal,Yes
5/3/2017,Sugar Land,TX,Worker died in fall from scaffold.,1230209,Federal,No
5/3/2017,New Augusta,MS,Worker died after being sucked into evaporator.,1229767,Federal,Yes
5/2/2017,Corona,CA,Worker died in construction equipment collision.,1229642,State Plan,No
5/2/2017,Newark,NJ,Worker died in fall into underground electrical system vault.,1230365,Federal,No
5/2/2017,Altus,OK,Worker died after falling into concrete crusher.,1230602,Federal,Yes
5/2/2017,Meridian,MS,Worker died in fall from cell tower.,1229511,Federal,No
5/1/2017,Westbury,NY,Worker died in fall from ladder.,1229030,Federal,No
5/1/2017,Council Bluffs,IA,Two deputies fatally shot by inmate.,1231245,State Plan,No
4/30/2017,Ellwood City,PA,Worker died when aerial lift flipped over.,1229042,Federal,Yes
